Artikelnr;acc_name;Gesamtnr;row;ausg_nr;beznr_komm;relative_date;quality
20;Citizen;64;1;64;9999;2015-11-20 01:33;7
20;Julia_1;65;2;64;64;2015-11-20 01:34;7
20;Peter G.;66;3;65;65;2015-11-20 01:35;0
20;Stefanug;67;2;64;64;2015-11-20 01:36;10
20;Carl;68;2;64;64;2015-11-20 01:37;1
20;Tanja;69;2;63;63;2015-11-20 01:38;1
20;;70;1;70;9999;2015-11-20 01:39;7
20;nachgerechnet;71;2;70;70;2015-11-20 01:40;0
20;Hertha S. Innlos;72;1;72;9999;2015-11-20 01:41;7
20;frederike;73;2;72;72;2015-11-20 01:42;1
20;Ernst;74;2;72;72;2015-11-20 01:43;1
20;cristiano neapolitano;75;2;72;72;2015-11-20 01:44;8
20;Dias Anderson;76;1;76;9999;2015-11-20 01:45;7
20;Jörg;77;1;77;9999;2015-11-20 01:46;7
20;Rita Hoffmann;78;1;78;9999;2015-11-20 01:47;14
20;Gast;79;2;78;78;2015-11-20 01:48;1
20;Einweiser;80;2;78;78;2015-11-20 01:49;0
20;Rita Hoffmann;81;3;80;80;2015-11-20 01:50;14
20;Rita Hoffmann;82;3;80;80;2015-11-20 01:51;14
20;Einweiser;83;4;82;82;2015-11-20 01:52;7
20;Albert Pike;84;3;80;80;2015-11-20 01:53;8
20;Demokratolügie;85;3;80;80;2015-11-20 01:54;-7
20;Klaho;86;2;78;78;2015-11-20 01:55;0
20;Bel Phase;87;2;78;78;2015-11-20 01:56;1
20;SLY;88;2;78;78;2015-11-20 01:57;0
20;Hansemann;89;1;89;9999;2015-11-20 01:58;14
20;Helge Zerner;90;2;89;89;2015-11-20 01:59;0
20;nostein;91;3;90;90;2015-11-20 02:00;1
20;Stefan Hinz;92;2;89;89;2015-11-20 02:01;0
20;Pipi Langstrumpf;93;1;93;9999;2015-11-20 02:02;7
20;Demokrat;94;2;93;93;2015-11-20 02:03;3
20;Alex;95;2;93;93;2015-11-20 02:04;7
20;qwertzuiop;96;1;96;9999;2015-11-20 02:05;14
20;BrausePaul;97;1;97;9999;2015-11-20 02:06;7
20;Demokrat;98;2;97;97;2015-11-20 02:07;8
20;unverstanden_DD;99;2;97;97;2015-11-20 02:08;7
20;Felix Wirsch;100;3;99;99;2015-11-20 02:09;10
20;Upsidedown;101;2;97;97;2015-11-20 02:10;0
20;POLITBAROMETER;102;2;97;97;2015-11-20 02:11;29
20;Seabstian;103;2;97;97;2015-11-20 02:12;7
20;Rapfugee;104;2;97;97;2015-11-20 02:13;1
20;Demokratolügie;105;2;97;97;2015-11-20 02:14;14
20;Lieber Hitler als Merkel;106;2;97;97;2015-11-20 02:15;1
20;sara;107;1;107;9999;2015-11-20 02:16;7
20;;108;2;107;107;2015-11-20 02:17;7
20;Realistin;109;3;108;108;2015-11-20 02:18;1
20;Andrea;110;2;107;107;2015-11-20 02:19;7
20;Stefan Hinz;111;2;107;107;2015-11-20 02:20;0
20;Der alte Fritz;112;2;107;107;2015-11-20 02:21;-6
20;Paul;113;1;113;9999;2015-11-20 02:22;7
20;Rita Hoffmann;114;2;113;113;2015-11-20 02:23;7
20;P3;115;3;114;114;2015-11-20 02:24;8
20;Paul;116;3;114;114;2015-11-20 02:25;7
20;IngoKaufmann;117;1;117;9999;2015-11-20 02:26;0
20;Fragender;118;1;118;9999;2015-11-20 02:27;7
20;dtm;119;2;118;118;2015-11-20 02:28;7
20;hora;120;1;120;9999;2015-11-20 02:29;7
20;zui;121;1;121;9999;2015-11-20 02:30;7
20;Jean Flores;122;2;121;121;2015-11-20 02:31;1
20;Kritischer Leser;123;1;123;9999;2015-11-20 02:32;7
20;Tom Lindberg;124;2;123;123;2015-11-20 02:33;7
20;Helge Zerner;125;2;123;123;2015-11-20 02:34;0
20;Chrismed;126;2;123;123;2015-11-20 02:35;8
20;Herr Naphta;127;1;127;9999;2015-11-20 02:36;7
20;Julia_1;128;1;128;9999;2015-11-20 02:37;7
20;Filou;129;1;129;9999;2015-11-20 02:38;14
20;Ein Bürger;130;2;129;129;2015-11-20 02:39;8
20;Filou;131;3;130;130;2015-11-20 02:40;8
20;Gast;132;1;132;9999;2015-11-20 02:41;14
20;Julia_1;133;1;133;9999;2015-11-20 02:42;7
20;Rita Hoffmann;134;2;133;133;2015-11-20 02:43;0
20;Pinin;135;2;133;133;2015-11-20 02:44;0
20;alternativlos;136;2;133;133;2015-11-20 02:45;0
20;Marc;137;1;137;9999;2015-11-20 02:46;7
20;BigStef420;138;1;138;9999;2015-11-20 02:47;14
20;Jana Molsner;139;1;139;9999;2015-11-20 02:48;0
20;Kleckerli;140;1;140;9999;2015-11-20 02:49;14
20;Manni00;141;2;140;140;2015-11-20 02:50;7
20;Upsidedown;142;1;142;9999;2015-11-20 02:51;7
20;Gisi Schwan;143;2;142;142;2015-11-20 02:52;3
20;MaKiLu;144;3;143;143;2015-11-20 02:53;1
20;inderpampa;145;4;144;144;2015-11-20 02:54;1
20;MaKiLu;146;5;145;145;2015-11-20 02:55;0
20;Kommentare-zuerst-Leser;147;5;145;145;2015-11-20 02:56;15
20;cristiano neapolitano;148;6;147;147;2015-11-20 02:57;0
20;K marx;149;2;142;142;2015-11-20 02:58;1
20;Marc;150;2;142;142;2015-11-20 02:59;3
20;Jetzt_Handeln;151;1;151;9999;2015-11-20 03:00;7
20;archie;152;1;152;9999;2015-11-20 03:01;7
20;Helge Zerner;153;2;152;152;2015-11-20 03:02;3
20;Albert Pike;154;2;152;152;2015-11-20 03:03;3
20;Betruetes Denken;155;1;155;9999;2015-11-20 03:04;7
20;Ein Bayer;156;1;156;9999;2015-11-20 03:05;7
20;;157;1;157;9999;2015-11-20 03:06;7
20;besorgte;158;2;157;157;2015-11-20 03:07;1
20;Nichtzuglauben!;159;2;157;157;2015-11-20 03:08;7
20;Pinin;160;2;157;157;2015-11-20 03:09;1
20;Black pearl;161;1;161;9999;2015-11-20 03:10;7
20;MaKiLu;162;2;161;161;2015-11-20 03:11;8
20;Anchronismus;163;1;163;9999;2015-11-20 03:12;0
20;Guest;164;1;164;9999;2015-11-20 03:13;14
20;besorgte;165;2;164;164;2015-11-20 03:14;0
20;sara;166;3;165;165;2015-11-20 03:15;0
20;maria;167;2;164;164;2015-11-20 03:16;7
20;Johann Alois Becker;168;1;168;9999;2015-11-20 03:17;7
20;Gisi Schwan;169;2;168;168;2015-11-20 03:18;-7
20;Demokrat;170;3;169;169;2015-11-20 03:19;1
20;Marc;171;3;169;169;2015-11-20 03:20;3
20;Ideologie der geistigen Heimat;172;3;169;169;2015-11-20 03:21;3
20;Julia_1;173;2;168;168;2015-11-20 03:22;7
20;;174;1;174;9999;2015-11-20 03:23;7
20;;175;2;174;174;2015-11-20 03:24;8
20;Marc;176;2;174;174;2015-11-20 03:25;0
20;;177;1;177;9999;2015-11-20 03:26;7
20;U.K.;178;2;177;177;2015-11-20 03:27;29
20;Woodcreek;179;1;179;9999;2015-11-20 03:28;7
20;Gremlin;180;1;180;9999;2015-11-20 03:29;0
20;Jörg Plath;181;1;181;9999;2015-11-20 03:30;14
20;beomail;182;1;182;9999;2015-11-20 03:31;7
20;Gisi Schwan;183;2;182;182;2015-11-20 03:32;1
20;archie;184;3;183;183;2015-11-20 03:33;22
20;Stadtmusikant;185;3;183;183;2015-11-20 03:34;3
20;volki;186;1;186;9999;2015-11-20 03:35;7
20;Robert;187;1;187;9999;2015-11-20 03:36;0
20;Zersetzung meines Landes;188;1;188;9999;2015-11-20 03:37;7
20;1. Klasse;189;1;189;9999;2015-11-20 03:38;14
20;4Logos;190;1;190;9999;2015-11-20 03:39;14
20;Prof. Speckschwarte;191;1;191;9999;2015-11-20 03:40;7
20;Gisi Schwan;192;1;192;9999;2015-11-20 03:41;7
20;Gast;193;1;193;9999;2015-11-20 03:42;7
20;Black pearl;194;1;194;9999;2015-11-20 03:43;7
20;Brisco;195;1;195;9999;2015-11-20 03:44;7
20;Wingfield;196;1;196;9999;2015-11-20 03:45;7
20;Guest;197;2;196;196;2015-11-20 03:46;3
20;Quotenfan;198;1;198;9999;2015-11-20 03:47;14
20;Fragender;199;1;199;9999;2015-11-20 03:48;14
20;MaKiLu;200;1;200;9999;2015-11-20 03:49;7
20;Gast;201;1;201;9999;2015-11-20 03:50;14
20;Eine gegen alle;202;1;202;9999;2015-11-20 03:51;0
20;alex;203;1;203;9999;2015-11-20 03:52;14
20;;204;2;203;203;2015-11-20 03:53;7
20;Frankk C;205;3;204;204;2015-11-20 03:54;7
20;Tourbillon;206;4;205;205;2015-11-20 03:55;0
20;C+M D U;207;2;203;203;2015-11-20 03:56;14
20;Marc;208;2;203;203;2015-11-20 03:57;10
20;Guest;209;3;208;208;2015-11-20 03:58;0
20;P3;210;3;208;208;2015-11-20 03:59;23
20;Kritische Stimme;211;2;203;203;2015-11-20 04:00;-7
20;Traumdiebe;212;1;212;9999;2015-11-20 04:01;7
20;Heimatland!;213;1;213;9999;2015-11-20 04:02;7
20;für Deutschland;214;1;214;9999;2015-11-20 04:03;7
20;Ganz einfach;215;1;215;9999;2015-11-20 04:04;7
20;Alexander Haupt;216;1;216;9999;2015-11-20 04:05;7
20;Begegnung;217;1;217;9999;2015-11-20 04:06;7
20;Wettkönig;218;1;218;9999;2015-11-20 04:07;14
20;true7;219;1;219;9999;2015-11-20 04:08;7
20;;220;1;220;9999;2015-11-20 04:09;7
20;Erlauchter;221;2;220;220;2015-11-20 04:10;7
20;Fragender;222;2;220;220;2015-11-20 04:11;0
20;Oh je;223;2;220;220;2015-11-20 04:12;0
20;Putinversteher;224;1;224;9999;2015-11-20 04:13;14
20;Bel Phase;225;1;225;9999;2015-11-20 04:14;14
20;Niemann;226;1;226;9999;2015-11-20 04:15;14
20;Frankk C;227;1;227;9999;2015-11-20 04:16;14
20;Jan;228;1;228;9999;2015-11-20 04:17;14
20;Marzel;229;1;229;9999;2015-11-20 04:18;7
20;Jean Flores;230;1;230;9999;2015-11-20 04:19;14
20;;231;1;231;9999;2015-11-20 04:20;7
20;Carl;232;2;231;231;2015-11-20 04:21;7
20;Des Kaisers neue Kleider;233;1;233;9999;2015-11-20 04:22;7
20;WalkerKooi;234;1;234;9999;2015-11-20 04:23;7
20;Querdenker;235;1;235;9999;2015-11-20 04:24;7
20;Plinius;236;1;236;9999;2015-11-20 04:25;7
20;Stadt;237;1;237;9999;2015-11-20 04:26;21
20;Raitch;238;1;238;9999;2015-11-20 04:27;14
20;Guest;239;1;239;9999;2015-11-20 04:28;7
20;Bayer;240;1;240;9999;2015-11-20 04:29;14
20;Merkel hat fertig;241;1;241;9999;2015-11-20 04:30;7
20;Warum tut niemand etwas?;242;2;241;241;2015-11-20 04:31;15
20;Rednix;243;2;241;241;2015-11-20 04:32;1
20;ErnstFehltMann;244;2;241;241;2015-11-20 04:33;1
20;Tromba;245;1;245;9999;2015-11-20 04:34;14
20;Bel Phase;246;1;246;9999;2015-11-20 04:35;7
20;roxton;247;1;247;9999;2015-11-20 04:36;14
20;John Batz;248;2;247;247;2015-11-20 04:37;3
20;roxton;249;3;248;248;2015-11-20 04:38;3
20;Anton12353;250;1;250;9999;2015-11-20 04:39;7
20;Dr. Yes;251;1;251;9999;2015-11-20 04:40;7
20;The Bernd;252;1;252;9999;2015-11-20 04:41;0
20;Merkel versteht nichts mehr;253;1;253;9999;2015-11-20 04:42;0
20;Helge Hein;254;1;254;9999;2015-11-20 04:43;7
20;Tante Ho;255;1;255;9999;2015-11-20 04:44;7
20;Wahnsinn;256;1;256;9999;2015-11-20 04:45;7
20;namaste;257;1;257;9999;2015-11-20 04:46;7
20;TheLastStanding;258;2;257;257;2015-11-20 04:47;10
20;Nie wieder;259;2;257;257;2015-11-20 04:48;-6
20;Bert;260;1;260;9999;2015-11-20 04:49;7
20;Anton12353;261;1;261;9999;2015-11-20 04:50;14
20;Noobton12353;262;2;261;261;2015-11-20 04:51;1
20;Ciao Affdeh;263;1;263;9999;2015-11-20 04:52;14
20;Ichauch!;264;1;264;9999;2015-11-20 04:53;7
20;Frodo-neu;265;1;265;9999;2015-11-20 04:54;7
20;Alfredo;266;1;266;9999;2015-11-20 04:55;7
20;Cyranoelle;267;2;266;265;2015-11-20 04:56;7
20;Susanne Sorglos;268;1;268;9999;2015-11-20 04:57;14
20;Garten;269;1;269;9999;2015-11-20 04:58;7
20;Tommy Agon;270;1;270;9999;2015-11-20 04:59;14
20;Cyranoelle;271;2;270;270;2015-11-20 05:00;3
20;Tommy Agon;272;3;271;271;2015-11-20 05:01;25
20;treu;273;1;273;9999;2015-11-20 05:02;7
20;Peter G.;274;1;274;9999;2015-11-20 05:03;14
20;cafe144;275;1;275;9999;2015-11-20 05:04;7
20;K.Schill;276;1;276;9999;2015-11-20 05:05;14
20;Cyranoelle;277;1;277;9999;2015-11-20 05:06;7
20;gerhard schmid;278;1;278;9999;2015-11-20 05:07;7
