Artikelnr;acc_name;Gesamtnr;row;ausg_nr;beznr_komm;relative_date;quality
8;;35;1;35;9999;2015-11-20 01:04;7
8;Bambusratte;36;2;35;35;2015-11-20 01:05;1
8;Fremersberg;37;3;36;36;2015-11-20 01:06;10
8;Beli;38;2;35;35;2015-11-20 01:07;3
8;Klaus Meyer;39;3;38;38;2015-11-20 01:08;3
8;Maxi;40;1;40;9999;2015-11-20 01:09;7
8;Steuerzahler;41;2;40;40;2015-11-20 01:10;22
8;Antragsteller;42;3;41;41;2015-11-20 01:11;0
8;Postman23;43;3;41;41;2015-11-20 01:12;1
8;BallroomBlitz;44;2;40;40;2015-11-20 01:13;22
8;Sabine W.;45;1;45;9999;2015-11-20 01:14;14
8;Pat Riot;46;2;45;45;2015-11-20 01:15;0
8;Siegfried;47;1;47;9999;2015-11-20 01:16;14
8;pusteblume;48;2;47;47;2015-11-20 01:17;14
8;A. Meyer;49;1;49;9999;2015-11-20 01:18;7
8;Rue;50;2;49;49;2015-11-20 01:19;0
8;Guest;51;1;51;9999;2015-11-20 01:20;14
8;gamilon;52;1;52;9999;2015-11-20 01:21;14
8;Susi30;53;2;52;52;2015-11-20 01:22;8
8;Chaostheoretiker;54;1;54;9999;2015-11-20 01:23;7
8;Bente;55;2;54;54;2015-11-20 01:24;8
8;Politik(er)wechsel jetzt;56;3;55;55;2015-11-20 01:25;7
8;Hanna;57;4;56;56;2015-11-20 01:26;10
8;Dolores Turner;58;5;57;57;2015-11-20 01:27;7
8;Chrismed;59;6;58;58;2015-11-20 01:28;17
8;;60;3;55;55;2015-11-20 01:29;7
8;pusteblume;61;4;60;60;2015-11-20 01:30;0
8;wirtschaft;62;3;55;55;2015-11-20 01:31;1
8;Cunctator;63;4;62;62;2015-11-20 01:32;22
8;Armin;64;4;62;62;2015-11-20 01:33;7
8;Bente;65;4;62;62;2015-11-20 01:34;8
8;NK;66;2;54;54;2015-11-20 01:35;-6
8;Johanna Lens;67;3;66;66;2015-11-20 01:36;0
8;;68;2;54;54;2015-11-20 01:37;7
8;Chaostheoretiker;69;3;68;68;2015-11-20 01:38;7
8;Johann;70;4;69;69;2015-11-20 01:39;8
8;Gaby Peters;71;4;69;69;2015-11-20 01:40;3
8;Marc;72;4;69;69;2015-11-20 01:41;7
8;Pat Riot;73;5;72;72;2015-11-20 01:42;8
8;Heiliger Bimbam;74;4;69;69;2015-11-20 01:43;7
8;frieske;75;2;54;54;2015-11-20 01:44;8
8;Pat Riot;76;3;75;75;2015-11-20 01:45;3
8;ReinerUmfall;77;3;75;75;2015-11-20 01:46;1
8;Ena, Tochter von Landogar;78;2;54;54;2015-11-20 01:47;7
8;Alfred Tetzlaff;79;2;54;54;2015-11-20 01:48;0
8;Pat Riot;80;3;79;79;2015-11-20 01:49;1
8;Gast;81;1;81;9999;2015-11-20 01:50;21
8;HansC1;82;2;81;81;2015-11-20 01:51;3
8;Ron;83;2;81;81;2015-11-20 01:52;3
8;;84;1;84;9999;2015-11-20 01:53;7
8;Gaby Peters;85;2;84;84;2015-11-20 01:54;0
8;A. Meyer;86;1;86;9999;2015-11-20 01:55;7
8;robin3485;87;2;86;86;2015-11-20 01:56;3
8;Wieland;88;1;88;9999;2015-11-20 01:57;28
8;Wieland;89;1;89;9999;2015-11-20 01:58;28
8;Wieland;90;1;90;9999;2015-11-20 01:59;28
8;Albert Pike;91;1;91;9999;2015-11-20 02:00;14
8;Wieland;92;1;92;9999;2015-11-20 02:01;28
8;Dr. Dre…;93;1;93;9999;2015-11-20 02:02;7
8;Phileas Fogg;94;1;94;9999;2015-11-20 02:03;7
8;ClaudiaB;95;1;95;9999;2015-11-20 02:04;14
8;theo;96;2;95;95;2015-11-20 02:05;7
8;BallroomBlitz;97;2;95;95;2015-11-20 02:06;1
8;Diskutator2;98;1;98;9999;2015-11-20 02:07;7
8;pete110;99;1;99;9999;2015-11-20 02:08;7
8;ichweissauchwas;100;2;99;99;2015-11-20 02:09;7
8;lutzberlin;101;1;101;9999;2015-11-20 02:10;7
8;Rue;102;1;102;9999;2015-11-20 02:11;7
8;Armbruster;103;1;103;9999;2015-11-20 02:12;0
8;Rue;104;2;103;103;2015-11-20 02:13;1
8;;105;1;105;9999;2015-11-20 02:14;7
8;Stefan;106;2;105;105;2015-11-20 02:15;8
8;nilux;107;2;105;105;2015-11-20 02:16;3
8;GastkommentatorIn;108;1;108;9999;2015-11-20 02:17;7
8;UlrichZ;109;1;109;9999;2015-11-20 02:18;14
8;Gast;110;1;110;9999;2015-11-20 02:19;14
8;RW;111;1;111;9999;2015-11-20 02:20;7
8;Gordon;112;2;111;111;2015-11-20 02:21;10
8;ertert;113;1;113;9999;2015-11-20 02:22;0
8;Rita;114;2;113;113;2015-11-20 02:23;8
8;Beobachtender;115;1;115;9999;2015-11-20 02:24;21
8;Martha;116;1;116;9999;2015-11-20 02:25;7
8;Remo Ved;117;2;116;116;2015-11-20 02:26;0
8;Susi30;118;3;117;117;2015-11-20 02:27;7
8;Remo Ved;119;4;118;118;2015-11-20 02:28;0
8;nordjoker;120;1;120;9999;2015-11-20 02:29;7
8;WernerBöring;121;1;121;9999;2015-11-20 02:30;7
8;roxton;122;1;122;9999;2015-11-20 02:31;7
8;tiptop;123;2;122;122;2015-11-20 02:32;8
8;Kausalstratege;124;1;124;9999;2015-11-20 02:33;7
8;Ecki;125;1;125;9999;2015-11-20 02:34;7
8;René Woitschek;126;1;126;9999;2015-11-20 02:35;7
8;Pegasus;127;1;127;9999;2015-11-20 02:36;7
8;Illuminat;128;1;128;9999;2015-11-20 02:37;14
8;blub;129;2;128;128;2015-11-20 02:38;1
8;VerySeriousSam;130;1;130;9999;2015-11-20 02:39;7
8;Angelo Valone;131;1;131;9999;2015-11-20 02:40;7
8;Alex;132;1;132;9999;2015-11-20 02:41;7
8;Gordon;133;1;133;9999;2015-11-20 02:42;7
8;Jesse Pinkman;134;1;134;9999;2015-11-20 02:43;7
8;Spieltheoretiker;135;1;135;9999;2015-11-20 02:44;21
8;TischleindeckDich;136;1;136;9999;2015-11-20 02:45;21
8;Frusti;137;1;137;9999;2015-11-20 02:46;21
8;Tylor_Durden;138;1;138;9999;2015-11-20 02:47;14
8;DiSo;139;1;139;9999;2015-11-20 02:48;7
8;Demokrit;140;1;140;9999;2015-11-20 02:49;14
8;Heike Pachner;141;1;141;9999;2015-11-20 02:50;21
8;Gerechtigkeit;142;1;142;9999;2015-11-20 02:51;0
8;tiptop;143;1;143;9999;2015-11-20 02:52;14
8;Gerechtigkeit;144;1;144;9999;2015-11-20 02:53;7
8;Ex CDU Stammwähler;145;1;145;9999;2015-11-20 02:54;7
8;sweetjasmin;146;1;146;9999;2015-11-20 02:55;21
8;Wir schaffen das!;147;1;147;9999;2015-11-20 02:56;7
8;Tja;148;2;147;147;2015-11-20 02:57;8
8;Gast;149;2;147;147;2015-11-20 02:58;21
8;Thomas;150;1;150;9999;2015-11-20 02:59;14
8;FreiheitImHerzen;151;1;151;9999;2015-11-20 03:00;21
8;Wolfgang Krause;152;1;152;9999;2015-11-20 03:01;7
8;Experte für alles und nix;153;1;153;9999;2015-11-20 03:02;7
8;Powerkraut;154;1;154;9999;2015-11-20 03:03;14
8;Hutzi Butzi;155;1;155;9999;2015-11-20 03:04;14
8;so-sehe-ich-das;156;1;156;9999;2015-11-20 03:05;14
8;Armin;157;1;157;9999;2015-11-20 03:06;7
8;NaseAnPoMEXIKO;158;1;158;9999;2015-11-20 03:07;14
8;andis;159;1;159;9999;2015-11-20 03:08;7
8;Armin;160;1;160;9999;2015-11-20 03:09;7
8;;161;1;161;9999;2015-11-20 03:10;7
8;Susi30;162;2;161;161;2015-11-20 03:11;8
8;bxgti;163;2;161;161;2015-11-20 03:12;7
8;Julia_1;164;1;164;9999;2015-11-20 03:13;7
8;Voltaire&Co;165;1;165;9999;2015-11-20 03:14;14
8;bxgti;166;2;165;165;2015-11-20 03:15;0
8;;167;1;167;9999;2015-11-20 03:16;7
8;pusteblume;168;2;167;167;2015-11-20 03:17;7
8;Rotznase;169;1;169;9999;2015-11-20 03:18;14
8;Anton March;170;1;170;9999;2015-11-20 03:19;7
8;Steuerzahler;171;1;171;9999;2015-11-20 03:20;14
8;Robert Rubekula;172;1;172;9999;2015-11-20 03:21;7
8;;173;2;172;172;2015-11-20 03:22;7
8;Robert Rubekula;174;3;173;173;2015-11-20 03:23;0
8;Terence Skill;175;1;175;9999;2015-11-20 03:24;0
8;Hänschen;176;1;176;9999;2015-11-20 03:25;0
8;Xangod;177;1;177;9999;2015-11-20 03:26;14
8;...;178;1;178;9999;2015-11-20 03:27;7
8;Frank in ZA;179;2;178;178;2015-11-20 03:28;22
8;bxgti;180;3;179;179;2015-11-20 03:29;1
8;KatholischerMafiaPrinz;181;1;181;9999;2015-11-20 03:30;14
8;Dampfplauderer;182;1;182;9999;2015-11-20 03:31;14
8;Charly Autumn;183;1;183;9999;2015-11-20 03:32;7
8;Gaby Peters;184;1;184;9999;2015-11-20 03:33;14
8;summer4ever;185;1;185;9999;2015-11-20 03:34;7
8;bxgti;186;2;185;185;2015-11-20 03:35;0
8;Der Volksfreund;187;1;187;9999;2015-11-20 03:36;7
8;pusteblume;188;2;187;187;2015-11-20 03:37;8
8;Skeptiker;189;1;189;9999;2015-11-20 03:38;7
8;Gisi Schwan;190;1;190;9999;2015-11-20 03:39;7
8;holzie;1911;1;1911;9999;2015-11-20 03:40;7
8;Jörg Plath;1912;1;1912;9999;2015-11-20 03:41;7
8;Haw;192;2;1912;1912;2015-11-20 03:42;7
8;P4;193;2;192;192;2015-11-20 03:43;0
8;bxgti;194;2;1912;1912;2015-11-20 03:44;7
8;pusteblume;195;2;1912;1912;2015-11-20 03:45;7
8;Klaus M.;196;1;196;9999;2015-11-20 03:46;7
8;mike;197;2;196;196;2015-11-20 03:47;3
8;Begegnung;198;1;198;9999;2015-11-20 03:48;7
8;kryophil;199;2;198;198;2015-11-20 03:49;10
8;Begegnung;200;3;199;199;2015-11-20 03:50;3
8;Pinin;201;1;201;9999;2015-11-20 03:51;7
8;VelvetDiva;202;1;202;9999;2015-11-20 03:52;14
8;Vollpfosten;203;1;203;9999;2015-11-20 03:53;7
8;POLITBAROMETER;204;1;204;9999;2015-11-20 03:54;14
8;Armin M.;205;1;205;9999;2015-11-20 03:55;21
8;YourName;206;1;206;9999;2015-11-20 03:56;0
8;k.becker;207;1;207;9999;2015-11-20 03:57;7
8;bxgti;208;2;207;207;2015-11-20 03:58;0
8;Schapp;209;1;209;9999;2015-11-20 03:59;7
8;;210;1;210;9999;2015-11-20 04:00;7
8;Charly Autumn;211;2;210;210;2015-11-20 04:01;1
8;Schapp;212;2;210;210;2015-11-20 04:02;0
8;Deutscher ohne Doppelpass;213;1;213;9999;2015-11-20 04:03;7
8;unverstanden_DD;214;1;214;9999;2015-11-20 04:04;7
8;Querdenker aus München;215;1;215;9999;2015-11-20 04:05;7
8;Susi Kummervoll;216;2;215;215;2015-11-20 04:06;7
8;bxgti;217;3;216;216;2015-11-20 04:07;10
8;CG;218;4;217;217;2015-11-20 04:08;1
8;bxgti;219;5;218;218;2015-11-20 04:09;1
8;derrechthaber;220;1;220;9999;2015-11-20 04:10;14
8;Glasperlchen;221;2;220;220;2015-11-20 04:11;1
8;bxgti;222;3;221;221;2015-11-20 04:12;0
8;Guderian;223;1;223;9999;2015-11-20 04:13;14
8;ottoka von cer;224;1;224;9999;2015-11-20 04:14;14
8;bxgti;225;2;224;224;2015-11-20 04:15;10
8;Nils Berger;226;1;226;9999;2015-11-20 04:16;7
8;bxgti;227;2;226;226;2015-11-20 04:17;0
8;;228;1;228;9999;2015-11-20 04:18;14
8;bxgti;229;2;228;228;2015-11-20 04:19;10
8;Siglinde Neuner;230;1;230;9999;2015-11-20 04:20;21
8;Torsten;231;1;231;9999;2015-11-20 04:21;14
8;Pavel Hristov;232;1;232;9999;2015-11-20 04:22;7
8;bxgti;233;2;232;232;2015-11-20 04:23;7
8;P4;234;1;234;9999;2015-11-20 04:24;7
8;bert brech;235;1;235;9999;2015-11-20 04:25;7
8;bxgti;236;2;235;235;2015-11-20 04:26;0
8;Nein!;237;1;237;9999;2015-11-20 04:27;7
8;bxgti;238;2;237;237;2015-11-20 04:28;3
8;Nachdenken über Deutschland;239;1;239;9999;2015-11-20 04:29;7
8;Nichts neues von der AfD?;240;2;239;239;2015-11-20 04:30;7
8;bxgti;241;2;239;239;2015-11-20 04:31;14
8;CG;242;2;239;239;2015-11-20 04:32;7
8;Chrismed;243;2;239;239;2015-11-20 04:33;10
8;R. K.;244;1;244;9999;2015-11-20 04:34;14
8;pusteblume;245;2;244;244;2015-11-20 04:35;3
8;Wolfgang Sunderbrink;246;1;246;9999;2015-11-20 04:36;14
8;Scheinheilig;247;2;246;246;2015-11-20 04:37;0
8;mike;248;2;246;246;2015-11-20 04:38;0
8;bxgti;249;2;246;246;2015-11-20 04:39;3
8;Wolfgang Sunderbrink;250;3;249;249;2015-11-20 04:40;1
8;nur mal so;251;1;251;9999;2015-11-20 04:41;7
8;Ellenlasirene;252;2;251;251;2015-11-20 04:42;3
8;Süd Schwede;253;1;253;9999;2015-11-20 04:43;14
8;blub;254;1;254;9999;2015-11-20 04:44;14
8;;255;1;255;9999;2015-11-20 04:45;7
8;bxgti;256;2;255;255;2015-11-20 04:46;1
8;Ron;257;1;257;9999;2015-11-20 04:47;7
8;Jochen But;258;1;258;9999;2015-11-20 04:48;14
8;motomaxe;259;1;259;9999;2015-11-20 04:49;14
8;AmericanStillnumberone;260;2;259;259;2015-11-20 04:50;14
8;Pamen;261;1;261;9999;2015-11-20 04:51;7
8;cremon;262;1;262;9999;2015-11-20 04:52;0
8;bayern-express;263;1;263;9999;2015-11-20 04:53;14
8;Friedrich Michel;264;1;264;9999;2015-11-20 04:54;14
8;bxgti;265;2;264;264;2015-11-20 04:55;0
8;erika ullrich;266;1;266;9999;2015-11-20 04:56;7
8;ghd;267;1;267;9999;2015-11-20 04:57;0
8;CG;268;2;267;267;2015-11-20 04:58;1
8;bxgti;269;2;267;267;2015-11-20 04:59;0
8;ottoka von cer;270;1;270;9999;2015-11-20 05:00;7
8;bxgti;271;2;270;270;2015-11-20 05:01;10
8;Th P;272;1;272;9999;2015-11-20 05:02;0
8;Susi Kummervoll;273;2;272;272;2015-11-20 05:03;7
8;bxgti;274;3;273;273;2015-11-20 05:04;0
8;Carola Riedl;275;4;274;274;2015-11-20 05:05;7
8;Mulla;276;1;276;9999;2015-11-20 05:06;14
8;bxgti;277;2;276;276;2015-11-20 05:07;3
8;Susi Kummervoll;278;1;278;9999;2015-11-20 05:08;0
8;bxgti;279;2;278;278;2015-11-20 05:09;0
8;Carola Riedl;280;2;278;278;2015-11-20 05:10;0
8;dschomar;281;1;281;9999;2015-11-20 05:11;14
8;melanieziegler;282;1;282;9999;2015-11-20 05:12;0
8;Soisses;283;1;283;9999;2015-11-20 05:13;14
8;bxgti;284;2;283;283;2015-11-20 05:14;1
8;urlib;285;1;285;9999;2015-11-20 05:15;7
8;Bremer;286;1;286;9999;2015-11-20 05:16;21
8;Monika Schultz;287;1;287;9999;2015-11-20 05:17;14
8;Firewire;288;2;287;287;2015-11-20 05:18;1
8;Heinz-Peter Bardenhagen;289;1;289;9999;2015-11-20 05:19;0
8;Bitte!;290;2;289;289;2015-11-20 05:20;3
8;Kurt;291;1;291;9999;2015-11-20 05:21;14
8;Johanna Lens;292;1;292;9999;2015-11-20 05:22;14
8;SalzerJ;293;1;293;9999;2015-11-20 05:23;14
8;Dana;294;1;294;9999;2015-11-20 05:24;7
